mpid	formula	family	N_atoms	structure	N_atoms2	max1	max2	dim	Bulk_Space	Bulk_Point	Centrosymmetric	Band_Gap	Formation_Energy	E_hull	Mono_Space	Centrosymmectric	Mono_Point
mp-762227	V(CO3)2	T(CO3)2	9	1D or 2D	72	9	36	2	R-3	-3	TRUE	1.2893	-1.933435098	0.088133045	R-3	TRUE	-3
mp-763352	V(CO3)2	T(CO3)2	9	1D or 2D	72	9	36	2	R-3	-3	TRUE	1.3027	-1.940669063	0.080899081	R-3	TRUE	-3
mp-774146	W(BrO)2	T(FO)2	10	1D or 2D	80	10	40	2	Pmc2_1	mm2	FALSE	0.8927	-1.322338201	0.069063834	Pmm2	FALSE	mm2
mp-32539	W(ClO)2	T(FO)2	10	1D or 2D	80	10	40	2	Pmc2_1	mm2	FALSE	2.0632	-1.722113523	0.078208828	Pmm2	FALSE	mm2
mp-556582	Cu(IO3)2	T(FO3)2	18	1D or 2D	144	18	72	2	P2_1/m	2/m	FALSE	0.5996	-0.834634946	0	P2_1/m	FALSE	2/m
mp-774228	Co(IO3)2	T(FO3)2	36	1D or 2D	288	9	36	2	P2_12_12_1	222	FALSE	2.5884	-0.960168336	0.035490355	P1	FALSE	1
mp-761037	Hg(ClO3)2	T(FO3)2	18	1D or 2D	144	18	72	2	P2_1	2	FALSE	2.6557	-0.577565535	0	P2_1	FALSE	2
mp-771591	Mn(IO3)2	T(FO3)2	36	1D or 2D	288	18	72	2	P2_12_12_1	222	FALSE	2.673	-1.163095288	0.018105656	P2_1	FALSE	2
mp-779904	Ni(IO3)2	T(FO3)2	36	1D or 2D	288	9	36	2	P2_12_12_1	222	FALSE	2.8945	-0.850581118	0.050240833	P1	FALSE	1
mp-27640	Cd(IO3)2	T(FO3)2	36	1D or 2D	288	18	72	2	P2_12_12_1	222	FALSE	3.2739	-1.042954826	0	P2_1	FALSE	2
mp-30002	Sc(IO3)3	T(FO3)3	26	1D or 2D	208	26	104	2	R-3	-3	TRUE	3.8452	-1.447793382	0	R-3	TRUE	-3
mp-31621	Co(ClO4)2	T(FO4)2	11	1D or 2D	88	11	44	2	R-3	-3	TRUE	2.9877	-0.692538272	0	R-3	TRUE	-3
mp-540966	Ni(ClO4)2	T(FO4)2	11	1D or 2D	88	11	44	2	R-3	-3	TRUE	3.8331	-0.608683576	0	R-3	TRUE	-3
mp-625717	Mn(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P1	1	FALSE	1.5237	-1.616736114	0.017923795	P1	FALSE	1
mp-25546	Mn(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	1.6065	-1.629788398	0.004871511	P-3m1	TRUE	-3m
mp-625548	Cd(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	1.637	-1.38210125	0.011081115	P-3m1	TRUE	-3m
mp-626701	Mn(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	1.7222	-1.617222586	0.017437323	C2	FALSE	2
mp-625565	Cd(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	1.7861	-1.371415662	0.021766703	C2	FALSE	2
mp-626794	Ni(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	1.8011	-1.177586928	0.030608019	R-3m	TRUE	-3m
mp-626843	Ni(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	1.8437	-1.16792463	0.040270317	C2	FALSE	2
mp-626881	Ni(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	1.87	-1.176308664	0.031886283	C2	FALSE	2
mp-626689	Fe(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	2.2781	-1.497655124	0.012569152	C2	FALSE	2
mp-626680	Fe(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	2.3366	-1.510224276	0	P-3m1	TRUE	-3m
mp-626708	Co(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P1	1	FALSE	2.3773	-1.299485885	0.067028108	P1	FALSE	1
mp-625487	Zn(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	2.4257	-1.471514808	0.083997694	P-3m1	TRUE	-3m
mp-625953	Co(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	2.4776	-1.320386349	0.046127644	C2	FALSE	2
mp-625074	Ni(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	3.1137	-1.187155238	0.021039709	C2	FALSE	2
mp-32403	Ni(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	3.1318	-1.19281425	0.015380697	P-3m1	TRUE	-3m
mp-625081	Ni(HO)2	T(HO)2	5	1D or 2D	40	5	20	2	C2	2	FALSE	3.1873	-1.181591442	0.026603505	C2	FALSE	2
mp-705019	Cr(PO3)5	T(NO3)5	42	1D or 2D	336	42	168	2	Pc	m	FALSE	0.0154	-2.362068519	0.086722776	Pc	FALSE	m
mp-504210	Mo(PO3)5	T(NO3)5	84	1D or 2D	672	84	336	2	P2_1/c	2/m	FALSE	0.1249	-2.39943685	0.065264336	P2_1/m	FALSE	2/m
mp-32433	V(PO3)5	T(NO3)5	42	1D or 2D	336	42	168	2	P2_1/m	2/m	FALSE	0.2017	-2.441569129	0.04605703	P2_1/m	FALSE	2/m
mp-705300	Cr(PO3)5	T(NO3)5	42	1D or 2D	336	42	168	2	P2_1/m	2/m	FALSE	0.2629	-2.360639702	0.088151592	P2_1/m	FALSE	2/m
mp-850470	Mn(PO3)5	T(NO3)5	42	1D or 2D	336	42	168	2	P2_1/m	2/m	FALSE	0.3027	-2.319154839	0.073173556	P2_1/m	FALSE	2/m
mp-540145	Fe(PO3)5	T(NO3)5	42	1D or 2D	336	42	168	2	P2_1/m	2/m	FALSE	0.5812	-2.326667885	0.062884338	P2_1/m	FALSE	2/m
mp-696012	Mo(PO3)5	T(NO3)5	84	1D or 2D	672	84	336	2	P2_1/c	2/m	FALSE	1.4689	-2.395811062	0.068890124	P2_1/m	FALSE	2/m
mp-769218	Ni(PS3)2	T(NS3)2	9	1D or 2D	72	9	36	2	C2	2	FALSE	0.0014	-0.124288648	0.097831759	C2	FALSE	2
mp-559923	Nb(PS4)2	T(NS4)2	44	1D or 2D	352	22	88	2	Cmce	mmm	FALSE	1.2752	-0.44018552	0	C2/m	TRUE	2/m
mp-765254	W(OF)2	T(OF)2	10	1D or 2D	80	10	40	2	Pmc2_1	mm2	FALSE	1.6949	-2.302350442	0.000441038	Pmc2_1	FALSE	mm2
mp-764365	W(OF)2	T(OF)2	10	1D or 2D	80	5	20	2	Cmcm	mmm	TRUE	1.7757	-2.302058891	0.000732589	Amm2	FALSE	mm2
mp-567437	Pd(Se4Cl)2	T(S4F)2	44	1D or 2D	352	22	88	2	Pbca	mmm	TRUE	1.3754	-0.279339462	0	P2_1/c	FALSE	2/m
mp-569623	Nb(SeBr)2	T(SF)2	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0.0095	-0.759558499	0.003289998	C2/m	TRUE	2/m
mp-27361	Nb(SeCl)2	T(SF)2	10	1D or 2D	80	10	40	2	P-1	-1	TRUE	0.984	-1.153190945	0.0081263	P-1	TRUE	-1
mp-541667	Nb(SeBr)2	T(SF)2	10	1D or 2D	80	10	40	2	P-1	-1	TRUE	0.9901	-0.762805384	4.31E-05	P-1	TRUE	-1
mp-27362	Nb(SCl)2	T(SF)2	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	1.5102	-1.245288027	0	C2/m	TRUE	2/m
mp-29607	Ag(TeMo)6	T(ST)6	13	1D or 2D	104	13	52	2	C2/m	2/m	TRUE	0.0264	-0.211912866	0	C2/m	TRUE	2/m
mp-23472	Re(AgCl3)2	T(TF3)2	9	1D or 2D	72	9	36	2	R-3	-3	TRUE	0.8258	-0.933140627	0	R-3	TRUE	-3
mp-765885	Mn(CoO3)2	T(TO3)2	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	0	-1.335228893	0.017496329	C2/m	TRUE	2/m
mp-765852	Cr(CoO3)2	T(TO3)2	9	1D or 2D	72	9	36	2	P1	1	FALSE	0.0654	-1.359140588	0.085958657	P1	FALSE	1
mp-761530	Fe(CoO3)2	T(TO3)2	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	0.4045	-1.173564516	0.099450535	C2/m	TRUE	2/m
mp-775117	Cr(CoO3)2	T(TO3)2	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	0.6375	-1.350975573	0.094123672	C2/m	TRUE	2/m
mp-763057	Mn(CoO3)2	T(TO3)2	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	1.2121	-1.336541306	0.016183917	C2/m	TRUE	2/m
mp-31516	Co(ReO4)2	T(TO4)2	11	1D or 2D	88	11	44	2	P-3	-3	TRUE	0.0138	-2.008377422	0	P-3	TRUE	-3
mp-704604	Zr(MoO4)2	T(TO4)2	66	1D or 2D	528	33	132	2	P-31c	-3m	TRUE	3.0967	-2.533904762	0.010586006	P-3	TRUE	-3
mp-510456	Zr(MoO4)2	T(TO4)2	11	1D or 2D	88	11	44	2	P-3m1	-3m	TRUE	3.1152	-2.544490768	0	P-3m1	TRUE	-3m
mp-627380	Mn(ReO4)2	T(TO4)2	11	1D or 2D	88	11	44	2	P-3	-3	TRUE	3.1356	-2.229611801	0	P-3	TRUE	-3
mp-687090	Hf(MoO4)2	T(TO4)2	66	1D or 2D	528	33	132	2	P-31c	-3m	TRUE	3.2774	-2.596915597	0	P-3	TRUE	-3
mp-10326	Zn(ReO4)2	T(TO4)2	11	1D or 2D	88	11	44	2	P-3	-3	TRUE	3.9894	-2.120273637	0	P-3	TRUE	-3
mp-28667	Ta(NiTe)2	T(TS)2	20	1D or 2D	160	10	40	2	Pnma	mmm	TRUE	0.0306	-0.369322549	0	Pmc2_1	FALSE	mm2
mp-653697	Ta(CoTe)2	T(TS)2	40	1D or 2D	320	20	80	2	Pm	m	FALSE	0.0966	-0.313229542	0	Pm	FALSE	m
mp-685088	Sc12I25	T12F25	74	1D or 2D	592	74	296	2	P-1	-1	TRUE	0.0012	-1.133662285	0	P-1	TRUE	-1
mp-684621	Cu13I15	T13F15	28	1D or 2D	224	23	92	2	Cm	m	FALSE	0	-0.128633049	0.01672304	Cm	FALSE	m
mp-675380	Nb15IrS32	T15TS32	48	1D or 2D	384	24	96	2	P1	1	FALSE	0	-0.933685288	0.039239405	P1	FALSE	1
mp-579614	Y16B4C8I19	T16B4C8F19	94	1D or 2D	752	94	376	2	P-1	-1	TRUE	0.1994	-1.065160077	0	P-1	TRUE	-1
mp-685158	Cu16I19	T16F19	35	1D or 2D	280	29	116	2	Cm	m	FALSE	0.4363	-0.124600044	0.018519797	Cm	FALSE	m
mp-868579	V16FeO41	T16TO41	58	1D or 2D	464	58	232	2	Pmm2	mm2	FALSE	0.1436	-2.214597484	0.093270323	Pmm2	FALSE	mm2
mp-674017	Nb17Ir3Se40	T17T3S40	60	1D or 2D	480	30	120	2	C2/m	2/m	TRUE	0.013	-0.741354721	0.020763106	P2/m	TRUE	2/m
mp-674499	Nb17Ir3S40	T17T3S40	60	1D or 2D	480	30	120	2	C2/m	2/m	TRUE	0.0861	-0.883621105	0.035039217	P2/m	TRUE	2/m
mp-27656	Zn2(PS3)3	T2(NS3)3	28	1D or 2D	224	28	112	2	C2/m	2/m	TRUE	1.7947	-0.358960374	0	C2/m	TRUE	2/m
mp-680189	Y21B7(C7I9)2	T21B7(C7F9)2	120	1D or 2D	960	120	480	2	P-1	-1	TRUE	0.0931	-0.907659359	0	P-1	TRUE	-1
mp-680343	Ta21Te13	T21S13	136	1D or 2D	1088	136	544	2	P1	1	FALSE	0.0112	-0.248585392	0	P1	FALSE	1
mp-559071	Ag2Bi2S3Cl2	T2As2S3F2	36	1D or 2D	288	36	144	2	P-1	-1	TRUE	1.6368	-0.58248056	0	P-1	TRUE	-1
mp-560845	Cu2As4S3Cl2	T2As4S3F2	22	1D or 2D	176	11	44	2	P2_1/m	2/m	FALSE	1.4078	-0.371661424	0.030193215	Pm	FALSE	m
mp-652196	Cu2Bi4Pb2S9	T2As4Sn2S9	68	1D or 2D	544	34	136	2	Pnma	mmm	TRUE	0.1367	-0.354002682	0.008936149	P2_1/m	FALSE	2/m
mp-680461	Cu2Bi8Pb2S15	T2As8Sn2S15	108	1D or 2D	864	44	176	2	P1	1	FALSE	0.0222	-0.353635027	0.004270144	P1	FALSE	1
mp-868389	Co2SbO6	T2AsO6	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	0	-1.394002955	0.088847104	C2/m	TRUE	2/m
mp-3250	Ni2SbTe2	T2AsS2	10	1D or 2D	80	5	20	2	P6_3/mmc	6/mmm	TRUE	0	-0.269709631	0	P-6m2	FALSE	-6m2
mp-560806	Zn2In2S5	T2B2S5	18	1D or 2D	144	9	36	2	P6_3mc	6mm	FALSE	1.00E-04	-0.600390778	0.069526568	P3m1	FALSE	3m
mp-542644	Zn2In2S5	T2B2S5	9	1D or 2D	72	9	36	2	R3m	3m	FALSE	0.4712	-0.598380259	0.071537087	R3m	FALSE	3m
mp-29941	Sc2C	T2C	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0	-0.424181376	0	P-3m1	TRUE	-3m
mp-1334	Y2C	T2C	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	0	-0.29194155	0	R-3m	TRUE	-3m
mp-743571	Mn2Si(H2O3)2	T2C(H2O3)2	52	1D or 2D	416	52	208	2	Pca2_1	mm2	FALSE	2.299	-2.03812709	0.008169243	Pca2_1	FALSE	mm2
mp-763596	Fe2C2O7	T2C2O7	44	1D or 2D	352	44	176	2	P2_1/c	2/m	FALSE	1.6809	-1.748014746	0.084682382	P2_1/c	FALSE	2/m
mp-763673	Fe2C2O7	T2C2O7	22	1D or 2D	176	11	44	2	P1	1	FALSE	1.968	-1.755261776	0.077435352	P1	FALSE	1
mp-676315	Y2GeI2	T2CF2	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	0.19	-1.241723202	0	R-3m	TRUE	-3m
mp-28479	Sc2CCl2	T2CF2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	0.8824	-1.782517133	0	P-3m1	TRUE	-3m
mp-504934	Sc2CI3	T2CF3	48	1D or 2D	384	48	192	2	P-1	-1	TRUE	0.5683	-1.055325408	0	P-1	TRUE	-1
mp-5745	Nb2CS2	T2CS2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	0	-0.847294603	0.020276051	P-3m1	TRUE	-3m
mp-4384	Nb2CS2	T2CS2	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	0	-0.850325645	0.017245009	R-3m	TRUE	-3m
mp-559976	Ta2CS2	T2CS2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	0	-0.929545333	0.009611006	P-3m1	TRUE	-3m
mp-7814	Ta2CS2	T2CS2	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	0	-0.939156339	0	R-3m	TRUE	-3m
mp-29073	Nb2GeTe4	T2CS4	28	1D or 2D	224	14	56	2	P2_1/c	2/m	FALSE	0.0131	-0.474994803	0	P2_1	FALSE	2
mp-29072	Nb2SiTe4	T2CS4	28	1D or 2D	224	14	56	2	P2_1/c	2/m	FALSE	0.4622	-0.491986928	0	P2_1	FALSE	2
mp-27678	Y2Cl3	T2F3	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0.7587	-2.205087034	0	C2/m	TRUE	2/m
mp-466	Nb2F5	T2F5	21	1D or 2D	168	21	84	2	Im-3m	m-3m	TRUE	0.1798	-2.683442942	0	Pm-3m	TRUE	m-3m
mp-765923	Mn2F7	T2F7	18	1D or 2D	144	18	72	2	C2/c	2/m	TRUE	0.2371	-2.157360889	0.052456278	P2/c	TRUE	2/m
mp-765268	Mn2F7	T2F7	36	1D or 2D	288	36	144	2	P2_1	2	FALSE	0.5414	-2.194327728	0.015489438	P2_1	FALSE	2
mp-542271	Y2H16S3O20	T2H16S3O20	82	1D or 2D	656	82	328	2	C2/c	2/m	TRUE	5.3616	-1.909652925	0.011437247	P2/c	TRUE	2/m
mp-690687	Ag2H2IOF	T2H2FOF	14	1D or 2D	112	14	56	2	P2_1	2	FALSE	1.456	-0.981505234	0	P2_1	FALSE	2
mp-559094	Cu2H3ClO3	T2H3FO3	18	1D or 2D	144	18	72	2	P2_1/m	2/m	FALSE	0.2727	-1.116930578	0.043858422	P2_1/m	FALSE	2/m
mp-766274	Cu2H3NO6	T2H3NO6	48	1D or 2D	384	24	96	2	P1	1	FALSE	0.0245	-1.066567308	0.031085595	P1	FALSE	1
mp-625405	V2H3O5	T2H3O5	10	1D or 2D	80	10	40	2	Cm	m	FALSE	1.5024	-2.001129418	0.009380102	Cm	FALSE	m
mp-33112	Sc2H5	T2H5	14	1D or 2D	112	14	56	2	Pmmn	mmm	TRUE	0.0155	-0.588976119	0.069109509	Pmmn	TRUE	mmm
mp-642803	Zr2HBr2	T2HF2	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	0	-0.9567378	0.024741569	P2_1/m	FALSE	2/m
mp-626138	Mo2HO6	T2HO6	9	1D or 2D	72	9	36	2	P1	1	FALSE	0	-1.850287817	0.091327149	P1	FALSE	1
mp-626087	Mo2HO6	T2HO6	9	1D or 2D	72	9	36	2	Pm	m	FALSE	0	-1.845333678	0.096281288	Pm	FALSE	m
mp-782822	Co2P2H12O13	T2N2H12O13	116	1D or 2D	928	58	232	2	P2_1/c	2/m	FALSE	3.0883	-1.725205718	0.01066852	P-1	TRUE	-1
mp-744747	V2P2H4O11	T2N2H4O11	76	1D or 2D	608	76	304	2	P2_1/c	2/m	FALSE	1.7057	-2.201434434	0.023178047	P2_1/c	FALSE	2/m
mp-28874	Hg2P3Br	T2N3F	24	1D or 2D	192	12	48	2	Pbcn	mmm	TRUE	0.9381	-0.143108177	0	Pnc2	FALSE	mm2
mp-770535	Mn2P4O13	T2N4O13	38	1D or 2D	304	19	76	2	C2/c	2/m	TRUE	1.0107	-2.426704889	0.08805222	C2	FALSE	2
mp-620190	V2P4S13	T2N4S13	38	1D or 2D	304	38	152	2	P-1	-1	TRUE	0.1761	-0.383722426	0.0052905	P-1	TRUE	-1
mp-28480	Sc2NCl2	T2NF2	5	1D or 2D	40	5	20	2	P-3m1	-3m	TRUE	0.0924	-2.296633758	0	P-3m1	TRUE	-3m
mp-29679	Hg2PCl2	T2NF2	10	1D or 2D	80	10	40	2	C2/m	2/m	TRUE	1.483	-0.643827786	0.027518578	C2/m	TRUE	2/m
mp-28580	Y2NCl3	T2NF3	12	1D or 2D	96	12	48	2	C2/m	2/m	TRUE	2.1398	-2.471519959	0	C2/m	TRUE	2/m
mp-648932	Nb2PS10	T2NS10	52	1D or 2D	416	52	208	2	P2_12_12	222	FALSE	1.3727	-0.579077948	0	P2_12_12	FALSE	222
mp-510568	V2O5	T2O5	14	1D or 2D	112	14	56	2	P2_1/m	2/m	FALSE	1.6982	-2.282053769	0.023108564	P2_1/m	FALSE	2/m
mp-776041	V2O5	T2O5	28	1D or 2D	224	14	56	2	P2_1/c	2/m	FALSE	2.08	-2.269382942	0.035779391	P2_1	FALSE	2
mp-25620	V2O5	T2O5	14	1D or 2D	112	14	56	2	Pmmn	mmm	TRUE	2.1562	-2.305162333	0	Pmmn	TRUE	mmm
mp-849565	V2O5	T2O5	98	1D or 2D	784	98	392	2	P2/c	2/m	TRUE	2.3263	-2.277486421	0.027675912	P2/c	TRUE	2/m
mp-25643	V2O5	T2O5	28	1D or 2D	224	14	56	2	Pnma	mmm	TRUE	2.3329	-2.294361214	0.010801119	P2_1/m	FALSE	2/m
mp-543104	V2O5	T2O5	28	1D or 2D	224	14	56	2	Pmn2_1	mm2	FALSE	2.3728	-2.300877176	0.004285157	Pmn2_1	FALSE	mm2
mp-849597	V2O5	T2O5	14	1D or 2D	112	14	56	2	Pmmn	mmm	TRUE	2.4105	-2.294450818	0.010711515	Pmmn	TRUE	mmm
mp-510748	V2O5	T2O5	28	1D or 2D	224	14	56	2	Cmcm	mmm	TRUE	2.4243	-2.293134831	0.012027502	Pmmn	TRUE	mmm
mp-775847	V2O5	T2O5	28	1D or 2D	224	14	56	2	Pnma	mmm	TRUE	2.5161	-2.29258862	0.012573713	Pmn2_1	FALSE	mm2
mp-764303	Mn2OF4	T2OF4	14	1D or 2D	112	14	56	2	Cmc2_1	mm2	FALSE	0.0034	-2.267279987	0.083349446	Pmn2_1	FALSE	mm2
mp-8732	Ta2Se	T2S	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	0.0329	-0.448888115	0	P4/nmm	TRUE	4/mmm
mp-947	Au2S	T2S	6	1D or 2D	48	6	24	2	Pn-3m	m-3m	TRUE	1.9021	-0.070881135	0	Fd-3m	TRUE	m-3m
mp-16765	Zr2Te2P	T2S2N	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	0	-1.1157956	0	R-3m	TRUE	-3m
mp-12527	Ti2Te2P	T2S2N	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	0	-0.912961582	0	R-3m	TRUE	-3m
mp-28095	Au2Se2O7	T2S2O7	22	1D or 2D	176	22	88	2	Pba2	mm2	FALSE	1.1266	-0.876864299	0.001311806	Pba2	FALSE	mm2
mp-566762	V2Te2O7F2	T2S2O7F2	13	1D or 2D	104	13	52	2	P-1	-1	TRUE	2.4658	-2.065879293	0.030152781	P-1	TRUE	-1
mp-558329	V2Se2O9	T2S2O9	52	1D or 2D	416	26	104	2	P2_1/c	2/m	FALSE	2.2229	-1.790756749	0.001655681	P2_1	FALSE	2
mp-542634	Ta2Te3	T2S3	10	1D or 2D	80	10	40	2	P-1	-1	TRUE	0.0024	-0.358111685	0	P-1	TRUE	-1
mp-559824	Au2Se3O10	T2S3O10	30	1D or 2D	240	15	60	2	Cmc2_1	mm2	FALSE	0.0457	-0.918582866	0	Cm	FALSE	m
mp-554852	Y2Te5O13	T2S5O13	40	1D or 2D	320	40	160	2	P-1	-1	TRUE	2.9945	-2.200912047	0	P-1	TRUE	-1
mp-28934	Ta2Te5Pd3	T2S5T3	40	1D or 2D	320	20	80	2	Pnma	mmm	TRUE	0.0622	-0.426586837	0	Pmn2_1	FALSE	mm2
mp-28745	Nb2Te6I	T2S6F	36	1D or 2D	288	18	72	2	P2_1/c	2/m	FALSE	0.6361	-0.379914795	0	P-1	TRUE	-1
mp-28037	Mo2SBr2	T2SF2	30	1D or 2D	240	30	120	2	Cmcm	mmm	TRUE	0.9875	-0.693366008	0	Pmma	TRUE	mmm
mp-687088	Co2TeBr2O3	T2SF2O3	64	1D or 2D	512	32	128	2	P-1	-1	TRUE	2.4196	-1.148608141	0	P-1	TRUE	-1
mp-561643	Co2TeCl2O3	T2SF2O3	16	1D or 2D	128	16	64	2	P-1	-1	TRUE	2.4471	-1.378932009	0	P-1	TRUE	-1
mp-558350	Zn2TeBr2O3	T2SF2O3	64	1D or 2D	512	32	128	2	Pccn	mmm	TRUE	3.2928	-1.383784275	0	P2_1/c	FALSE	2/m
mp-557130	Zn2TeCl2O3	T2SF2O3	64	1D or 2D	512	32	128	2	Pccn	mmm	TRUE	3.6546	-1.623629256	0	P2_1/c	FALSE	2/m
mp-557746	Zn2SeCl2O3	T2SF2O3	64	1D or 2D	512	32	128	2	Pccn	mmm	TRUE	4.0926	-1.523133693	0	P2_1/c	FALSE	2/m
mp-561112	Zn2SeCl2O3	T2SF2O3	32	1D or 2D	256	32	128	2	P2_1/c	2/m	FALSE	4.0939	-1.522908415	0.000225278	P2_1/c	FALSE	2/m
mp-25142	V2Pb3O8	T2Sn3O8	13	1D or 2D	104	13	52	2	C2	2	FALSE	2.9799	-2.081303988	0.00316948	C2	FALSE	2
mp-667327	Ag2Pb8Cl4O7	T2Sn8F4O7	84	1D or 2D	672	30	120	2	P2_1/c	2/m	FALSE	2.091	-1.392802956	0.004833492	Pc	FALSE	m
mp-607031	V2PbO6	T2SnO6	36	1D or 2D	288	18	72	2	Pnma	mmm	TRUE	2.2565	-2.199791881	0.028864362	Pmn2_1	FALSE	mm2
mp-25146	V2PbO6	T2SnO6	18	1D or 2D	144	18	72	2	C2/m	2/m	TRUE	2.2575	-2.228656243	0	C2/m	TRUE	2/m
mp-29305	Re2PbO8	T2SnO8	33	1D or 2D	264	33	132	2	P31m	3m	FALSE	3.7674	-2.127550688	0	P31m	FALSE	3m
mp-28491	Cu2SO4	T2SO4	14	1D or 2D	112	7	28	2	Fddd	mmm	TRUE	1.5322	-1.281113276	0.020958103	C222	FALSE	222
mp-623058	Ti2Ag2P2S11	T2T2N2S11	68	1D or 2D	544	34	136	2	Pnma	mmm	TRUE	0.0731	-0.564734766	0.004505091	Pmc2_1	FALSE	mm2
mp-28375	Ta2AgF12	T2TF12	15	1D or 2D	120	15	60	2	P-1	-1	TRUE	0.7143	-2.808874295	0	P-1	TRUE	-1
mp-554930	Nb2AgPS10	T2TNS10	56	1D or 2D	448	56	224	2	C2/c	2/m	TRUE	1.3725	-0.539430545	0.001907951	P2/c	TRUE	2/m
mp-761501	Mn2CoO6	T2TO6	9	1D or 2D	72	9	36	2	P1	1	FALSE	0	-1.559595919	0.022034372	P1	FALSE	1
mp-761554	Co2NiO6	T2TO6	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	0	-0.928843828	0.033978619	C2/m	TRUE	2/m
mp-767120	Mn2FeO6	T2TO6	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	0	-1.632589656	0.098235532	C2/m	TRUE	2/m
mp-775033	Mn2FeO6	T2TO6	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	0	-1.633857646	0.096967542	C2/m	TRUE	2/m
mp-775006	Mn2CrO6	T2TO6	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	0.5398	-1.817368127	0.074415032	C2/m	TRUE	2/m
mp-767158	Mn2CrO6	T2TO6	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	0.7084	-1.818135886	0.073647273	C2/m	TRUE	2/m
mp-25569	Mn2NiO6	T2TO6	18	1D or 2D	144	9	36	2	Cmce	mmm	FALSE	1.0147	-1.366293365	0.069494591	C2/m	TRUE	2/m
mp-765906	Co2NiO6	T2TO6	9	1D or 2D	72	9	36	2	P1	1	FALSE	1.1087	-0.92680802	0.036014427	P1	FALSE	1
mp-561475	V2MoO8	T2TO8	11	1D or 2D	88	11	44	2	Cmm2	mm2	FALSE	1.5051	-2.172161527	0.030568221	Cmm2	FALSE	mm2
mp-32311	Re2NiO8	T2TO8	11	1D or 2D	88	11	44	2	P-3	-3	TRUE	3.8913	-1.985816793	0	P-3	TRUE	-3
mp-569662	V2NiSe4	T2TS4	7	1D or 2D	56	7	28	2	C2/m	2/m	TRUE	0	-0.519987058	0.086480149	C2/m	TRUE	2/m
mp-8976	Cu2WS4	T2TS4	7	1D or 2D	56	7	28	2	P-42m	-42m	FALSE	1.4454	-0.461957685	0.003522582	P-42m	FALSE	-42m
mp-557373	Cu2WS4	T2TS4	7	1D or 2D	56	7	28	2	I-42m	-42m	FALSE	1.5543	-0.458418228	0.007062039	P-42m	FALSE	-42m
mp-541070	Ta2NiSe5	T2TS5	16	1D or 2D	128	16	64	2	C2/c	2/m	TRUE	0.0031	-0.738972807	0	P2/c	TRUE	2/m
mp-28308	Ta2NiS5	T2TS5	16	1D or 2D	128	16	64	2	Cmcm	mmm	TRUE	0.1083	-0.932779533	0	Pmmn	TRUE	mmm
mp-8436	Ta2PdSe6	T2TS6	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	0.0019	-0.693030522	0	C2/m	TRUE	2/m
